rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,birthDate,lastName,firstName,date,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,current_age
1516.0,2000.0,Real Estate,Bill Malhotra,73.0,Canada,Ottawa,Real estate,Real Estate,Canada,True,U,M,1949-09-08 00:00:00,Malhotra,Bill,4/4/2023 5:01,1949.0,9.0,8.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771,75.0
1516.0,2000.0,Finance & Investments,Alexander Mamut,63.0,Israel,Tel Aviv,Investments,Finance & Investments,Russia,True,D,M,1960-01-29 00:00:00,Mamut,Alexander,4/4/2023 5:01,1960.0,1.0,29.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612,65.0
1516.0,2000.0,Telecom,Craig McCaw,73.0,United States,Hunts Point,Telecom,Telecom,United States,False,D,M,1949-08-11 00:00:00,McCaw,Craig,4/4/2023 5:01,1949.0,8.0,11.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,75.0
1516.0,2000.0,Manufacturing,Cunhui Nan,59.0,China,Wenzhou,Power equipment,Manufacturing,China,True,D,M,1963-07-09 00:00:00,Nan,Cunhui,4/4/2023 5:01,1963.0,7.0,9.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,61.0
1516.0,2000.0,Service,Tengyun Nie & family,47.0,China,Shanghai,Logistics,Service,China,True,D,M,1976-01-24 00:00:00,Nie,Tengyun,4/4/2023 5:01,1976.0,1.0,24.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,49.0
1516.0,2000.0,Finance & Investments,Oei Hong Leong,75.0,Singapore,Singapore,Investments,Finance & Investments,Singapore,False,U,M,1948-03-21 00:00:00,Oei,Hong Leong,4/4/2023 5:01,1948.0,3.0,21.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,77.0
1516.0,2000.0,Metals & Mining,Clive Palmer,69.0,Australia,Brisbane,Mining,Metals & Mining,Australia,True,D,M,1954-03-26 00:00:00,Palmer,Clive,4/4/2023 5:01,1954.0,3.0,26.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,71.0
1516.0,2000.0,Technology,Matthew Prince,48.0,United States,Park City,Cybersecurity,Technology,United States,True,D,M,1975-01-01 00:00:00,Prince,Matthew,4/4/2023 5:01,1975.0,1.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,50.0
1516.0,2000.0,Service,Linda Pritzker,69.0,United States,Missoula,"Hotels, investments",Service,United States,False,E,F,1953-09-14 00:00:00,Pritzker,Linda,4/4/2023 5:01,1953.0,9.0,14.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,71.0
1516.0,2000.0,Construction & Engineering,P.V. Krishna Reddy,53.0,India,Hyderabad,Infrastructure,Construction & Engineering,India,True,U,M,1969-06-30 00:00:00,Reddy,P.V. Krishna,4/4/2023 5:01,1969.0,6.0,30.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,55.0
1516.0,2000.0,Metals & Mining,Bianca Rinehart,46.0,Australia,Brisbane,Mining,Metals & Mining,Australia,False,D,F,1977-03-19 00:00:00,Rinehart,Bianca,4/4/2023 5:01,1977.0,3.0,19.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,48.0
1516.0,2000.0,Metals & Mining,Ginia Rinehart,36.0,Australia,Sydney,Mining,Metals & Mining,Australia,False,D,F,1986-09-06 00:00:00,Rinehart,Ginia,4/4/2023 5:01,1986.0,9.0,6.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,38.0
1516.0,2000.0,Finance & Investments,T. Denny Sanford,87.0,United States,Sioux Falls,"Banking, credit cards",Finance & Investments,United States,True,D,M,1935-12-23 00:00:00,Sanford,T. Denny,4/4/2023 5:01,1935.0,12.0,23.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,89.0
1516.0,2000.0,Manufacturing,Bhadresh Shah,71.0,India,Ahmedabad,Engineering,Manufacturing,India,True,U,M,1951-10-07 00:00:00,Shah,Bhadresh,4/4/2023 5:01,1951.0,10.0,7.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,73.0
1516.0,2000.0,Media & Entertainment,Zygmunt Solorz-Zak,66.0,Poland,Warsaw,TV broadcasting,Media & Entertainment,Poland,True,D,M,1956-08-04 00:00:00,Solorz-Zak,Zygmunt,4/4/2023 5:01,1956.0,8.0,4.0,114.11,2.2,592164400688.0,67.8,100.0,77.6,17.4,40.8,37970874.0,51.919438,19.145136,68.0
1516.0,2000.0,Manufacturing,Michal Strnad,30.0,United States,New York,Defense Contracting,Manufacturing,Czech Republic,False,N,M,1992-08-04 00:00:00,Strnad ,Michal,4/4/2023 5:01,1992.0,8.0,4.0,127.75520358306187,4.364169381107492,11582873303921.562,67.22567127746136,102.85851972346481,78.12282343368594,12.546235246235245,43.963344182262006,510205317.8392569,34.90359153606624,12.583155795072697,32.0
1516.0,2000.0,Fashion & Retail,Sylvia Stroeher,67.0,Germany,Darmstadt,Cosmetics,Fashion & Retail,Germany,False,E,F,1955-05-30 00:00:00,Stroeher,Sylvia,4/4/2023 5:01,1955.0,5.0,30.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,69.0
1516.0,2000.0,Technology,Otto Toto Sugiri,69.0,Indonesia,Jakarta,Data centers,Technology,Indonesia,True,D,M,1953-09-23 00:00:00,Sugiri,Otto Toto,4/4/2023 5:01,1953.0,9.0,23.0,151.18,3.0,1119190780753.0,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327,71.0
1516.0,2000.0,Sports,Larry Tanenbaum,77.0,Canada,Toronto,Sports,Sports,Canada,True,N,M,1945-07-01 00:00:00,Tanenbaum,Larry,4/4/2023 5:01,1945.0,7.0,1.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771,79.0
1516.0,2000.0,Finance & Investments,Wichai Thongtang,76.0,Thailand,Bangkok,Investments,Finance & Investments,Thailand,True,E,M,1947-01-01 00:00:00,Thongtang,Wichai,4/4/2023 5:01,1947.0,1.0,1.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,78.0
1516.0,2000.0,Finance & Investments,Ion Tiriac,83.0,Romania,Bucharest,"Banking, insurance",Finance & Investments,Romania,True,U,M,1939-05-09 00:00:00,Tiriac,Ion,4/4/2023 5:01,1939.0,5.0,9.0,123.78,3.8,250077444017.0,49.4,85.2,75.4,14.6,20.0,19356544.0,45.943161,24.96676,85.0
1516.0,2000.0,Metals & Mining,Hope Welker,37.0,United States,New York,Mining,Metals & Mining,Australia,False,D,F,1985-08-13 00:00:00,Welker,Hope,4/4/2023 5:01,1985.0,8.0,13.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,39.0
1516.0,2000.0,Manufacturing,William Young,82.0,United States,Ypsilanti,Plastics,Manufacturing,United States,True,D,M,1941-01-01 00:00:00,Young,William,4/4/2023 5:01,1941.0,1.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,84.0
1516.0,2000.0,Fashion & Retail,Ales Zavoral,46.0,United States,New York,E-commerce,Fashion & Retail,Czech Republic,True,N,M,1976-10-24 00:00:00,Zavoral,Ales,4/4/2023 5:01,1976.0,10.0,24.0,127.75520358306187,4.364169381107492,11582873303921.562,67.22567127746136,102.85851972346481,78.12282343368594,12.546235246235245,43.963344182262006,510205317.8392569,34.90359153606624,12.583155795072697,48.0
1516.0,2000.0,Technology,Zhang Fan,57.0,China,Shenzhen,Touch screens,Technology,China,True,D,M,1965-12-29 00:00:00,Zhang,Fan,4/4/2023 5:01,1965.0,12.0,29.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,59.0
1516.0,2000.0,Technology,Shilong Zhang & family,57.0,China,Beijing,Semiconductor,Technology,China,True,D,M,1966-01-01 00:00:00,Zhang,Shilong,4/4/2023 5:01,1966.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,59.0
1516.0,2000.0,Manufacturing,Zhang Wanzhen,73.0,China,Chaozhou,Electronics components,Manufacturing,China,True,D,M,1949-12-01 00:00:00,Zhang,Wanzhen,4/4/2023 5:01,1949.0,12.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,75.0
1516.0,2000.0,Technology,Hongfei Zhao,48.0,China,Beijing,Software,Technology,China,True,D,M,1974-06-01 00:00:00,Zhao,Hongfei,4/4/2023 5:01,1974.0,6.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50.0
1516.0,2000.0,Energy,Zhou Jian,46.0,China,Shenzhen,Solar energy equipment,Energy,China,True,D,M,1976-07-01 00:00:00,Zhou,Jian,4/4/2023 5:01,1976.0,7.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,48.0
1516.0,2000.0,Healthcare,Zhu Yiwen & family,59.0,China,Shanghai,Healthcare,Healthcare,China,True,U,M,1964-01-01 00:00:00,Zhu,Yiwen,4/4/2023 5:01,1964.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,61.0
1575.0,1900.0,Diversified,Roberto Angelini Rossi,74.0,Chile,Santiago,"Forestry, mining",Diversified,Chile,False,U,M,1948-07-30 00:00:00,Angelini Rossi,Roberto,4/4/2023 5:01,1948.0,7.0,30.0,131.91,2.6,282318159745.0,88.5,101.4,80.0,18.2,34.0,18952038.0,-35.675147,-71.542969,76.0
1575.0,1900.0,Energy,Mika Anttonen,56.0,Finland,Helsinki,Oil & gas,Energy,Finland,True,U,M,1966-12-18 00:00:00,Anttonen,Mika,4/4/2023 5:01,1966.0,12.0,18.0,112.33,1.0,268761201365.0,88.2,100.2,81.7,20.8,36.6,5520314.0,61.92411,25.748151,58.0
1575.0,1900.0,Sports,David Blitzer,53.0,United States,New York,Sports,Sports,United States,True,N,M,1969-09-07 00:00:00,Blitzer,David,4/4/2023 5:01,1969.0,9.0,7.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,55.0
1575.0,1900.0,Finance & Investments,Julio Bozano,87.0,Brazil,Rio de Janeiro,Banking,Finance & Investments,Brazil,True,D,M,1936-02-01 00:00:00,Bozano,Julio,4/4/2023 5:01,1936.0,2.0,1.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,89.0
1575.0,1900.0,Energy,Nikolai Buinov,55.0,Russia,Irkutsk,"Oil, gas",Energy,Russia,True,U,M,1967-07-09 00:00:00,Buinov,Nikolai,4/4/2023 5:01,1967.0,7.0,9.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,57.0
1575.0,1900.0,Fashion & Retail,Nicola Bulgari,82.0,Italy,Rome,Luxury goods,Fashion & Retail,Italy,False,E,M,1941-01-16 00:00:00,Bulgari,Nicola,4/4/2023 5:01,1941.0,1.0,16.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,84.0
1575.0,1900.0,Fashion & Retail,"Howard Butt, III. & family",71.0,United States,San Antonio,Supermarkets,Fashion & Retail,United States,False,N,M,1952-04-04 00:00:00,Butt,Howard,4/4/2023 5:01,1952.0,4.0,4.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,73.0
1575.0,1900.0,Fashion & Retail,Stephen Butt & family,67.0,United States,New York,Supermarkets,Fashion & Retail,United States,False,N,M,1955-05-24 00:00:00,Butt,Stephen,4/4/2023 5:01,1955.0,5.0,24.0,127.75520358306187,4.364169381107492,11582873303921.562,67.22567127746136,102.85851972346481,78.12282343368594,12.546235246235245,43.963344182262006,510205317.8392569,34.90359153606624,12.583155795072697,69.0
1575.0,1900.0,Fashion & Retail,Jianxing Che,56.0,China,Shanghai,Furniture retailing,Fashion & Retail,China,True,D,M,1966-07-18 00:00:00,Che,Jianxing,4/4/2023 5:01,1966.0,7.0,18.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,58.0
1575.0,1900.0,Manufacturing,Huxiong Chen,52.0,China,Shanghai,Stationery,Manufacturing,China,True,D,M,1970-07-01 00:00:00,Chen,Huxiong,4/4/2023 5:01,1970.0,7.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,54.0
1575.0,1900.0,Energy,Chen Qiongxiang,65.14019417475728,China,Ningde,Batteries,Energy,China,True,D,F,1965-01-01 00:00:00,Chen,Qiongxiang,4/4/2023 5:01,1957.1833073322932,5.740249609984399,12.09984399375975,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,67.19695787831513
1575.0,1900.0,Technology,Chen Zhisong,57.0,China,Xiamen,Communication equipment,Technology,China,True,D,M,1966-01-07 00:00:00,Chen,Zhisong,4/4/2023 5:01,1966.0,1.0,7.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,59.0
1575.0,1900.0,Diversified,Manas Chiaravanond,65.14019417475728,Thailand,Bangkok,Diversified,Diversified,Thailand,False,U,M,1965-01-01 00:00:00,Chiaravanond,Manas,4/4/2023 5:01,1957.1833073322932,5.740249609984399,12.09984399375975,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,67.19695787831513
1575.0,1900.0,Diversified,Prathip Chiravanond,74.0,Thailand,Bangkok,Diversified,Diversified,Thailand,False,R,M,1948-10-21 00:00:00,Chiravanond,Prathip,4/4/2023 5:01,1948.0,10.0,21.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,76.0
1575.0,1900.0,Food & Beverage,Alexandra Daitch,60.0,United States,Old Lyme,Cargill,Food & Beverage,United States,False,D,F,1963-01-01 00:00:00,Daitch,Alexandra,4/4/2023 5:01,1963.0,1.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,62.0
1575.0,1900.0,Food & Beverage,Sol Daurella,57.0,Spain,Madrid,Coca-Cola bottler,Food & Beverage,Spain,False,U,F,1966-01-01 00:00:00,Daurella,Sol,4/4/2023 5:01,1966.0,1.0,1.0,110.96,0.7,1394116310769.0,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922,59.0
1575.0,1900.0,Sports,Mark Davis,67.0,United States,Henderson,Las Vegas Raiders,Sports,United States,False,N,M,1955-05-18 00:00:00,Davis,Mark,4/4/2023 5:01,1955.0,5.0,18.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,69.0
1575.0,1900.0,Finance & Investments,James Dinan,63.0,United States,North Salem,Hedge funds,Finance & Investments,United States,True,E,M,1959-05-22 00:00:00,Dinan,James,4/4/2023 5:01,1959.0,5.0,22.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,65.0
1575.0,1900.0,Healthcare,Dong Fan,53.0,China,Zhuhai,Medical devices,Healthcare,China,True,D,M,1965-01-01 00:00:00,Dong,Fan,4/4/2023 5:01,1957.1833073322932,5.740249609984399,12.09984399375975,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,67.19695787831513
1575.0,1900.0,Automotive,Fritz Draexlmaier,65.14019417475728,Germany,Landshut,Auto parts,Automotive,Germany,False,U,M,1965-01-01 00:00:00,Draexlmaier,Fritz,4/4/2023 5:01,1957.1833073322932,5.740249609984399,12.09984399375975,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,67.19695787831513
1575.0,1900.0,Diversified,Bulent Eczacibasi,73.0,Turkey,Istanbul,"Pharmaceuticals, diversified",Diversified,Turkey,False,U,M,1949-12-25 00:00:00,Eczacibasi,Bulent,4/4/2023 5:01,1949.0,12.0,25.0,234.44,15.2,754411708203.0,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322,75.0
1575.0,1900.0,Diversified,Faruk Eczacibasi,68.0,Turkey,Istanbul,"Pharmaceuticals, diversified",Diversified,Turkey,False,U,M,1954-06-15 00:00:00,Eczacibasi,Faruk,4/4/2023 5:01,1954.0,6.0,15.0,234.44,15.2,754411708203.0,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322,70.0
1575.0,1900.0,Diversified,Eduardo Eurnekian,90.0,Argentina,Buenos Aires,"Airports, investments",Diversified,Argentina,True,U,M,1932-12-04 00:00:00,Eurnekian,Eduardo,4/4/2023 5:01,1932.0,12.0,4.0,232.75,53.5,449663446954.0,90.0,109.7,76.5,10.1,106.3,44938712.0,-38.416097,-63.616672,92.0
1575.0,1900.0,Real Estate,David Fong,65.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,False,N,M,1957-05-29 00:00:00,Fong,David,4/4/2023 5:01,1957.0,5.0,29.0,127.75520358306187,4.364169381107492,11582873303921.562,67.22567127746136,102.85851972346481,78.12282343368594,12.546235246235245,43.963344182262006,510205317.8392569,34.90359153606624,12.583155795072697,67.0
1575.0,1900.0,Fashion & Retail,Guo Zhenyu & family,59.0,China,Kunming,Cosmetics,Fashion & Retail,Canada,True,D,M,1963-11-01 00:00:00,Guo,Zhenyu,4/4/2023 5:01,1963.0,11.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,61.0
1575.0,1900.0,Manufacturing,Surjit Kumar Gupta,81.0,India,Delhi,Electrical equipment,Manufacturing,India,False,U,M,1942-01-13 00:00:00,Gupta,Surjit Kumar,4/4/2023 5:01,1942.0,1.0,13.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,83.0
1575.0,1900.0,Diversified,Caroline Hagen Kjos,39.0,Switzerland,Wollerau,Conglomerate,Diversified,Norway,False,D,F,1984-01-01 00:00:00,Hagen Kjos,Caroline,4/4/2023 5:01,1984.0,1.0,1.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,41.0
1575.0,1900.0,Finance & Investments,Roberto Hernandez Ramirez,81.0,Mexico,Mexico City,"Banking, investments",Finance & Investments,Mexico,True,E,M,1942-03-24 00:00:00,Hernandez Ramirez,Roberto,4/4/2023 5:01,1942.0,3.0,24.0,141.54,3.6,1258286717125.0,40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784,83.0
1575.0,1900.0,Technology,Reid Hoffman,55.0,United States,Palo Alto,LinkedIn,Technology,United States,True,D,M,1967-08-05 00:00:00,Hoffman,Reid,4/4/2023 5:01,1967.0,8.0,5.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,57.0
1575.0,1900.0,Manufacturing,Hu Rongda & family,64.0,China,Jinhua,Chemicals,Manufacturing,China,True,U,M,1959-01-01 00:00:00,Hu,Rongda,4/4/2023 5:01,1959.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,66.0
1575.0,1900.0,Real Estate,"B. Wayne Hughes, Jr.",63.0,United States,Jackson,Storage facilities,Real Estate,United States,False,D,M,1959-05-27 00:00:00,Hughes,B. Wayne,4/4/2023 5:01,1959.0,5.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,65.0
1575.0,1900.0,Real Estate,Hui Wing Mau,72.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,True,D,M,1950-07-01 00:00:00,Hui,Wing Mau,4/4/2023 5:01,1950.0,7.0,1.0,127.75520358306187,4.364169381107492,11582873303921.562,67.22567127746136,102.85851972346481,78.12282343368594,12.546235246235245,43.963344182262006,510205317.8392569,34.90359153606624,12.583155795072697,74.0
1575.0,1900.0,Finance & Investments,Scott Kapnick,64.0,United States,Naples,Private equity,Finance & Investments,United States,True,U,M,1959-02-09 00:00:00,Kapnick,Scott,4/4/2023 5:01,1959.0,2.0,9.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,66.0
1575.0,1900.0,Finance & Investments,Richard Kayne,77.0,United States,Santa Monica,Investments,Finance & Investments,United States,True,U,M,1946-01-01 00:00:00,Kayne,Richard,4/4/2023 5:01,1946.0,1.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,79.0
1575.0,1900.0,Finance & Investments,Dominika Kulczyk,45.0,United Kingdom,London,Diversified,Finance & Investments,Poland,False,U,F,1977-07-30 00:00:00,Kulczyk,Dominika,4/4/2023 5:01,1977.0,7.0,30.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,47.0
1575.0,1900.0,Finance & Investments,Edward Lampert,60.0,United States,Miami Beach,Sears,Finance & Investments,United States,True,U,M,1962-07-19 00:00:00,Lampert,Edward,4/4/2023 5:01,1962.0,7.0,19.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,62.0
1575.0,1900.0,Diversified,Somsri Lamsam,65.14019417475728,Thailand,Bangkok,Diversified,Diversified,Thailand,False,N,M,1965-01-01 00:00:00,Lamsam,Somsri,4/4/2023 5:01,1957.1833073322932,5.740249609984399,12.09984399375975,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,67.19695787831513
1575.0,1900.0,Food & Beverage,James Leprino,85.0,United States,Indian Hills,Cheese,Food & Beverage,United States,False,D,M,1937-11-22 00:00:00,Leprino,James,4/4/2023 5:01,1937.0,11.0,22.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,87.0
1575.0,1900.0,Real Estate,David Lichtenstein,61.0,United States,Monsey,Real estate,Real Estate,United States,True,E,M,1961-11-21 00:00:00,Lichtenstein,David,4/4/2023 5:01,1961.0,11.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,63.0
1575.0,1900.0,Real Estate,Lin Dingqiang & family,56.0,China,Beijing,Real estate,Real Estate,Hong Kong,True,E,M,1966-10-01 00:00:00,Lin,Dingqiang,4/4/2023 5:01,1966.0,10.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,58.0
1575.0,1900.0,Food & Beverage,Sarah MacMillan,69.0,United States,Los Angeles,Cargill,Food & Beverage,United States,False,D,F,1954-01-01 00:00:00,MacMillan,Sarah,4/4/2023 5:01,1954.0,1.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,71.0
1575.0,1900.0,Telecom,Strive Masiyiwa,62.0,United Kingdom,London,Telecom,Telecom,Zimbabwe,True,D,M,1961-01-29 00:00:00,Masiyiwa,Strive,4/4/2023 5:01,1961.0,1.0,29.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,64.0
1575.0,1900.0,Fashion & Retail,Robert Miller,89.0,Hong Kong,Hong Kong,Retail,Fashion & Retail,United Kingdom,True,D,M,1933-05-23 00:00:00,Miller,Robert,4/4/2023 5:01,1933.0,5.0,23.0,127.75520358306187,4.364169381107492,11582873303921.562,67.22567127746136,102.85851972346481,78.12282343368594,12.546235246235245,43.963344182262006,510205317.8392569,34.90359153606624,12.583155795072697,91.0
1575.0,1900.0,Technology,Simon Nixon,55.0,United Kingdom,"St. Brelade, Jersey",Price comparison website,Technology,United Kingdom,True,U,M,1967-08-01 00:00:00,Nixon,Simon,4/4/2023 5:01,1967.0,8.0,1.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,57.0
1575.0,1900.0,Food & Beverage,Kentaro Ogawa,74.0,Japan,Tokyo,Restaurants,Food & Beverage,Japan,True,U,M,1948-07-01 00:00:00,Ogawa,Kentaro,4/4/2023 5:01,1948.0,7.0,1.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,76.0
1575.0,1900.0,Manufacturing,Ajay Parekh,65.0,India,Mumbai,Adhesives,Manufacturing,India,False,D,M,1957-06-23 00:00:00,Parekh,Ajay,4/4/2023 5:01,1957.0,6.0,23.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,67.0
1575.0,1900.0,Manufacturing,Narendrakumar Parekh,84.0,India,Mumbai,Adhesives,Manufacturing,India,False,D,M,1938-04-17 00:00:00,Parekh,Narendrakumar,4/4/2023 5:01,1938.0,4.0,17.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,86.0
1575.0,1900.0,Finance & Investments,Jennifer Pritzker,72.0,United States,Chicago,"Hotels, investments",Finance & Investments,United States,False,D,F,1950-08-13 00:00:00,Pritzker,Jennifer,4/4/2023 5:01,1950.0,8.0,13.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,74.0
1575.0,1900.0,Fashion & Retail,G. Rajendran,80.0,India,Chennai,Jewellery,Fashion & Retail,India,True,U,M,1942-10-05 00:00:00,Rajendran,G.,4/4/2023 5:01,1942.0,10.0,5.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,82.0
1575.0,1900.0,Manufacturing,Ren Jianhua,66.0,China,Hangzhou,Kitchen appliances,Manufacturing,China,True,D,M,1956-08-01 00:00:00,Ren,Jianhua,4/4/2023 5:01,1956.0,8.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,68.0
1575.0,1900.0,Finance & Investments,Larry Robbins,53.0,United States,Alpine,Hedge funds,Finance & Investments,United States,True,E,M,1969-10-21 00:00:00,Robbins,Larry,4/4/2023 5:01,1969.0,10.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,55.0
